economist_daily_chart_124.png, pID1, 91.300000, 85.600000
economist_daily_chart_124.png, pID1, 59.100000, 88.700000
economist_daily_chart_124.png, pID1, 131.000000, 70.500000
economist_daily_chart_124.png, pID1, 288.200000, 72.900000
economist_daily_chart_124.png, pID1, 75.200000, 402.000000
economist_daily_chart_124.png, pID1, 78.000000, 386.600000
economist_daily_chart_124.png, pID1, 178.900000, 399.900000
economist_daily_chart_124.png, pID1, 89.900000, 98.500000
economist_daily_chart_124.png, pID1, 132.900000, 79.200000
economist_daily_chart_124.png, pID1, 263.800000, 57.000000
economist_daily_chart_124.png, pID1, 889.400000, 435.200000
economist_daily_chart_124.png, pID1, 880.300000, 341.800000
economist_daily_chart_124.png, pID1, 771.300000, 356.200000
economist_daily_chart_124.png, pID1, 644.300000, 340.900000
economist_daily_chart_124.png, pID1, 523.600000, 346.800000
economist_daily_chart_124.png, pID1, 392.200000, 499.400000
economist_daily_chart_124.png, pID1, 263.700000, 411.000000
economist_daily_chart_124.png, pID1, 290.300000, 412.200000
economist_daily_chart_124.png, pID1, 181.300000, 417.200000
economist_daily_chart_124.png, pID1, 237.500000, 237.500000
economist_daily_chart_124.png, pID1, 193.500000, 429.500000
economist_daily_chart_124.png, pID1, 402.600000, 473.600000
economist_daily_chart_124.png, pID1, 424.500000, 467.300000
economist_daily_chart_124.png, pID1, 401.300000, 493.100000
economist_daily_chart_124.png, pID1, 418.300000, 494.500000
economist_daily_chart_124.png, pID1, 542.000000, 330.900000
economist_daily_chart_124.png, pID1, 675.600000, 338.500000
economist_daily_chart_124.png, pID1, 317.100000, 393.800000
economist_daily_chart_124.png, pID1, 715.000000, 349.600000
economist_daily_chart_124.png, pID1, 664.100000, 349.600000
economist_daily_chart_124.png, pID1, 745.800000, 350.800000
economist_daily_chart_124.png, pID1, 881.500000, 348.400000
economist_daily_chart_124.png, pID1, 365.200000, 364.400000
economist_daily_chart_124.png, pID1, 404.700000, 453.700000
economist_daily_chart_124.png, pID2, 124.400000, 34.500000
economist_daily_chart_124.png, pID2, 165.000000, 31.000000
economist_daily_chart_124.png, pID2, 50.800000, 30.200000
economist_daily_chart_124.png, pID2, 158.300000, 34.900000
economist_daily_chart_124.png, pID2, 284.300000, 34.700000
economist_daily_chart_124.png, pID2, 435.100000, 328.700000
economist_daily_chart_124.png, pID2, 386.900000, 442.500000
economist_daily_chart_124.png, pID2, 579.500000, 576.100000
economist_daily_chart_124.png, pID2, 530.700000, 615.200000
economist_daily_chart_124.png, pID2, 575.100000, 622.600000
economist_daily_chart_124.png, pID2, 777.900000, 627.600000
economist_daily_chart_124.png, pID2, 807.900000, 80.500000
economist_daily_chart_124.png, pID2, 715.700000, 52.600000
economist_daily_chart_124.png, pID2, 740.900000, 347.700000
economist_daily_chart_124.png, pID2, 817.700000, 327.000000
economist_daily_chart_124.png, pID2, 486.100000, 341.500000
economist_daily_chart_124.png, pID2, 221.100000, 360.700000
economist_daily_chart_124.png, pID2, 265.200000, 372.500000
economist_daily_chart_124.png, pID2, 161.000000, 389.700000
economist_daily_chart_124.png, pID2, 62.300000, 387.500000
economist_daily_chart_124.png, pID2, 90.400000, 260.400000
economist_daily_chart_124.png, pID2, 210.800000, 321.400000
economist_daily_chart_124.png, pID2, 653.900000, 95.300000
economist_daily_chart_124.png, pID2, 663.800000, 62.400000
economist_daily_chart_124.png, pID2, 751.200000, 64.400000
economist_daily_chart_124.png, pID2, 899.500000, 35.000000
economist_daily_chart_124.png, pID2, 905.200000, 51.600000
economist_daily_chart_124.png, pID2, 139.900000, 250.200000
economist_daily_chart_124.png, pID2, 108.100000, 238.400000
economist_daily_chart_124.png, pID2, 705.800000, 331.200000
economist_daily_chart_124.png, pID2, 735.800000, 119.300000
economist_daily_chart_124.png, pID2, 784.800000, 411.600000
economist_daily_chart_124.png, pID2, 846.700000, 426.500000
economist_daily_chart_124.png, pID2, 820.200000, 323.600000
economist_daily_chart_124.png, pID2, 805.500000, 327.900000
economist_daily_chart_124.png, pID2, 559.100000, 348.500000
economist_daily_chart_124.png, pID2, 497.200000, 331.000000
economist_daily_chart_124.png, pID2, 758.600000, 502.600000
economist_daily_chart_124.png, pID2, 418.800000, 470.700000
economist_daily_chart_124.png, pID2, 608.100000, 329.600000
economist_daily_chart_124.png, pID2, 392.800000, 444.400000
economist_daily_chart_124.png, pID2, 776.800000, 348.500000
economist_daily_chart_124.png, pID2, 810.100000, 342.900000
economist_daily_chart_124.png, pID2, 625.700000, 329.000000
economist_daily_chart_124.png, pID3, 105.500000, 10.500000
economist_daily_chart_124.png, pID3, 77.000000, 11.000000
economist_daily_chart_124.png, pID3, 269.700000, 23.500000
economist_daily_chart_124.png, pID3, 658.800000, 29.600000
economist_daily_chart_124.png, pID3, 938.000000, 58.600000
economist_daily_chart_124.png, pID3, 805.700000, 238.100000
economist_daily_chart_124.png, pID3, 858.800000, 373.000000
economist_daily_chart_124.png, pID3, 455.700000, 322.600000
economist_daily_chart_124.png, pID3, 145.400000, 352.700000
economist_daily_chart_124.png, pID3, 82.700000, 375.900000
economist_daily_chart_124.png, pID3, 324.300000, 368.700000
economist_daily_chart_124.png, pID3, 410.500000, 453.500000
economist_daily_chart_124.png, pID3, 369.200000, 444.600000
economist_daily_chart_124.png, pID3, 441.700000, 455.800000
economist_daily_chart_124.png, pID3, 671.000000, 298.900000
economist_daily_chart_124.png, pID3, 602.900000, 298.100000
economist_daily_chart_124.png, pID3, 503.000000, 303.800000
economist_daily_chart_124.png, pID3, 812.800000, 127.700000
economist_daily_chart_124.png, pID3, 757.400000, 280.200000
economist_daily_chart_124.png, pID3, 723.100000, 313.300000
economist_daily_chart_124.png, pID3, 625.400000, 315.200000
economist_daily_chart_124.png, pID3, 887.000000, 286.100000
economist_daily_chart_124.png, pID3, 934.400000, 297.500000
economist_daily_chart_124.png, pID3, 428.400000, 485.300000
economist_daily_chart_124.png, pID3, 404.100000, 447.200000
economist_daily_chart_124.png, pID3, 376.700000, 450.000000
economist_daily_chart_124.png, pID3, 854.200000, 50.000000
economist_daily_chart_124.png, pID3, 599.300000, 16.500000
economist_daily_chart_124.png, pID4, 106.800000, 49.600000
economist_daily_chart_124.png, pID4, 42.200000, 60.000000
economist_daily_chart_124.png, pID4, 94.000000, 86.800000
economist_daily_chart_124.png, pID4, 142.500000, 295.900000
economist_daily_chart_124.png, pID4, 142.500000, 394.300000
economist_daily_chart_124.png, pID4, 45.700000, 400.600000
economist_daily_chart_124.png, pID4, 49.000000, 382.900000
economist_daily_chart_124.png, pID4, 199.700000, 391.700000
economist_daily_chart_124.png, pID4, 165.500000, 395.300000
economist_daily_chart_124.png, pID4, 46.500000, 406.300000
economist_daily_chart_124.png, pID4, 86.500000, 58.400000
economist_daily_chart_124.png, pID4, 108.000000, 51.600000
economist_daily_chart_124.png, pID4, 49.000000, 54.800000
economist_daily_chart_124.png, pID4, 123.200000, 61.600000
economist_daily_chart_124.png, pID4, 70.000000, 83.300000
economist_daily_chart_124.png, pID4, 412.800000, 398.900000
economist_daily_chart_124.png, pID4, 370.500000, 457.900000
economist_daily_chart_124.png, pID4, 339.000000, 455.400000
economist_daily_chart_124.png, pID4, 346.100000, 477.800000
economist_daily_chart_124.png, pID4, 530.500000, 368.800000
economist_daily_chart_124.png, pID4, 591.600000, 331.500000
economist_daily_chart_124.png, pID4, 736.200000, 331.700000
economist_daily_chart_124.png, pID4, 819.500000, 326.200000
economist_daily_chart_124.png, pID4, 788.600000, 86.300000
economist_daily_chart_124.png, pID4, 469.000000, 329.300000
economist_daily_chart_124.png, pID4, 174.500000, 300.100000
economist_daily_chart_124.png, pID4, 586.200000, 61.600000
economist_daily_chart_124.png, pID4, 525.400000, 61.200000
economist_daily_chart_124.png, pID4, 663.500000, 71.000000
economist_daily_chart_124.png, pID4, 138.700000, 238.400000
economist_daily_chart_124.png, pID4, 63.000000, 240.700000
economist_daily_chart_124.png, pID4, 624.300000, 55.600000
economist_daily_chart_124.png, pID4, 517.700000, 56.000000
economist_daily_chart_124.png, pID4, 870.600000, 79.400000
economist_daily_chart_124.png, pID4, 114.600000, 252.900000
economist_daily_chart_124.png, pID4, 268.300000, 315.700000
economist_daily_chart_124.png, pID4, 337.100000, 362.800000
